sector,name,rate,market cap
Technology,WDC,13.13,13.27765192
Industrials,WDFC,-9.58,2.388563501
Consumer Discretionary,WEN,9.61,4.878317888
Industrials,WERN,10.49,2.976538981
Industrials,WFRD,8.39,4.456874481
Consumer Discretionary,WING,48.88,5.190192766
Industrials,WIRE,35.37,3.661362394
Technology,WIX,-11.16,5.020380935
Consumer Discretionary,WMG,26.74,17.124011195
Miscellaneous,WOOF,-7.02,2.87991399
Finance,WSBC,6.2,2.225881009
Consumer Discretionary,WSC,17.47,10.8309367
Finance,WSFS,16.91,3.1329702
Finance,WTFC,6.67,5.6258775
Finance,WTW,2.2,25.716540524
Industrials,WWD,12.1,6.052885177
Consumer Discretionary,WYNN,9.21,12.352314555
Utilities,XEL,0.77,37.218370213
Health Care,XENE,2.89,2.397937688
Technology,XM,2.46,9.513599954
Health Care,XNCR,-2.95,2.121909407
Finance,XP,22.99,6.988384654
Consumer Discretionary,XPEL,35.47,2.228340204
Health Care,XRAY,-0.61,7.702441994
Technology,XRX,21.67,2.61244737
Technology,YY,-18.86,2.354820888
Consumer Discretionary,Z,4.78,10.754033953
Technology,ZBRA,19.74,16.654740239
Consumer Discretionary,ZD,11.44,3.906989584
Consumer Discretionary,ZG,5.38,10.536094281
Technology,ZI,11.33,10.378021701
Finance,ZION,4.96,7.64578952
Health Care,ZLAB,0.88,2.817536601
Technology,ZM,-5.03,22.248644849
Technology,ZS,-1.2,19.086488243
