title,datetime,link,Negative,Neutral,Positive,Compound
Redknee Solutions And ESW Capital: An Attractive Special Situation ...,2017-03-09 00:00:00,https://news.google.com/./articles/CBMiZ2h0dHBzOi8vc2Vla2luZ2FscGhhLmNvbS9hcnRpY2xlLzQwNTM3MjktcmVka25lZS1zb2x1dGlvbnMtYW5kLWVzdy1jYXBpdGFsLWF0dHJhY3RpdmUtc3BlY2lhbC1zaXR1YXRpb27SAQA?hl=en-US&gl=US&ceid=US%3Aen,0.0,0.238,0.762,0.93
Forbes: Eight of the world's billionaires call Tampa Bay home ...,2017-03-20 00:00:00,https://news.google.com/./articles/CBMiZ2h0dHBzOi8vd3d3LmJpempvdXJuYWxzLmNvbS90YW1wYWJheS9uZXdzLzIwMTcvMDMvMjAvZm9yYmVzLWVpZ2h0LW9mLXRoZS13b3JsZC1zLWJpbGxpb25haXJlcy1jYWxsLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,0.0,1.0,0.0,0.0
SS&C Announces Revolutionary Client Communications Platform ...,2017-03-23 00:00:00,https://news.google.com/./articles/CBMifGh0dHBzOi8vd3d3LnBybmV3c3dpcmUuY29tL25ld3MtcmVsZWFzZXMvc3NjLWFubm91bmNlcy1yZXZvbHV0aW9uYXJ5LWNsaWVudC1jb21tdW5pY2F0aW9ucy1wbGF0Zm9ybS12aXNpb24tZmktMzAwNDI4MzgzLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,0.0,1.0,0.0,0.0
SS&C Celebrates Black Diamond Wealth Platform 1000 Client ...,2017-04-06 00:00:00,https://news.google.com/./articles/CBMiemh0dHBzOi8vd3d3LnBybmV3c3dpcmUuY29tL25ld3MtcmVsZWFzZXMvc3NjLWNlbGVicmF0ZXMtYmxhY2stZGlhbW9uZC13ZWFsdGgtcGxhdGZvcm0tMTAwMC1jbGllbnQtbWlsZXN0b25lLTMwMDQzNTgyMC5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,0.0,0.161,0.839,0.9559
ATR Asset Management Leverages SS&C's PORTIA,2017-04-19 00:00:00,https://news.google.com/./articles/CBMiYmh0dHBzOi8vd3d3LnBybmV3c3dpcmUuY29tL25ld3MtcmVsZWFzZXMvYXRyLWFzc2V0LW1hbmFnZW1lbnQtbGV2ZXJhZ2VzLXNzY3MtcG9ydGlhLTMwMDQ0MjMzMi5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,0.0,0.5,0.5,0.6124
Citi Fund Services downsizes at Easton following sale of some ...,2017-04-20 00:00:00,https://news.google.com/./articles/CBMiamh0dHBzOi8vd3d3LmJpempvdXJuYWxzLmNvbS9jb2x1bWJ1cy9uZXdzLzIwMTcvMDQvMjAvY2l0aS1mdW5kLXNlcnZpY2VzLWRvd25zaXplcy1hdC1lYXN0b24tZm9sbG93aW5nLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,0.455,0.545,0.0,-0.7184
PepsiCo: Better Than Coca-Cola At Everything (Almost) (NASDAQ ...,2017-05-05 00:00:00,https://news.google.com/./articles/CBMiU2h0dHBzOi8vc2Vla2luZ2FscGhhLmNvbS9hcnRpY2xlLzQwNjk2MjctcGVwc2ljby1iZXR0ZXItY29jYS1jb2xhLWV2ZXJ5dGhpbmctYWxtb3N00gEA?hl=en-US&gl=US&ceid=US%3Aen,0.0,0.652,0.348,0.4939
Deals of the day-Mergers and acquisitions,2017-06-14 00:00:00,https://news.google.com/./articles/CBMiN2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvZGVhbHMtZGF5LWlkVVNMM04xSkIzTkTSAQA?hl=en-US&gl=US&ceid=US%3Aen,0.0,1.0,0.0,0.0
Bonchon plans multiple locations,2017-08-29 00:00:00,https://news.google.com/./articles/CBMiUWh0dHBzOi8vd3d3LmpheGRhaWx5cmVjb3JkLmNvbS9uZXdzLzIwMTcvYXVnLzI5L2JvbmNob24tcGxhbnMtbXVsdGlwbGUtbG9jYXRpb25zL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,0.0,1.0,0.0,0.0
SS&C Announces Major New Release of Precision LM Loan ...,2017-09-11 00:00:00,https://news.google.com/./articles/CBMigAFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2VzL3NzYy1hbm5vdW5jZXMtbWFqb3ItbmV3LXJlbGVhc2Utb2YtcHJlY2lzaW9uLWxtLWxvYW4tbWFuYWdlbWVudC1zb2x1dGlvbi0zMDA1MTY4NzkuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,0.0,1.0,0.0,0.0
